,noten,tag
Noedels met portobello &amp; oestersaus,False,hoofdgerecht
Sinaasappel-kardemom kipstoof,False,hoofdgerecht
Wienerschnitzelsalade met cranberrysaus,False,hoofdgerecht
"Witvis met kappertjesmayonaise, rozemarijnaardappelen &amp; winterpeen",False,hoofdgerecht
Bosbessen-camemberttosti met basilicum,False,lunch
Spaghetti met linzen-tomatensaus &amp; Parmezaanse kaas,False,hoofdgerecht
Knolselderij-bloemkoolsoep met geroosterde kikkererwten,False,hoofdgerecht
Varkenshaas met gekaramelliseerde wortels &amp; aardappelgratin,False,hoofdgerecht
Lunchsalade met tonijn &amp; parelcouscous,False,lunch
"Panzanella met linzen, gele paprika &amp; mozzarella",False,hoofdgerecht
Aziatische pastasalade met lichtpittige kip &amp; broccoli,False,hoofdgerecht
Tonijn-broccoliquiche met tomaatjes en oude kaas,False,hoofdgerecht
Kruidige gehaktschotel met omeletrolletjes en rijst,False,hoofdgerecht
Falafelbowl met kruidige couscous,False,hoofdgerecht
Open lasagne met gebakken paddenstoelen &amp; truffelpesto,False,hoofdgerecht
Boterham uiltjes met snoepgroente,False,lunch
Sushi-omeletrolletjes to go,False,lunch
Pokébowl met bloemkoolrijst,False,hoofdgerecht
Aubergine-paprikalasagne met romige kaassaus,False,hoofdgerecht
Flammkuchen met Chioggia-bietjes en tijm,False,hoofdgerecht
Bavette met gegrilde asperges en zoete-aardappelchips,False,hoofdgerecht
Zoete-aardappelfriet met vegaburgers,False,hoofdgerecht
Thais geïnspireerd gehaktbrood,False,hoofdgerecht
Trappistenbier-kaassoep,False,hoofdgerecht
Gegrilde kip in romige biersaus ,False,hoofdgerecht
Gevulde courgettes met pijnboompittensalsa van Yotam Ottolenghi,False,hoofdgerecht
Salade met bloemkoolrijst en bietjes,False,lunch
Chili sin carne-salade,False,lunch
"Sandwich met paturain, rode biet, avocado en waterkers ",False,lunch
"Milde curry van kip, kikkererwten en zoete aardappel",False,hoofdgerecht
"Bonenstoof met courgette, aubergine en worstjes",False,hoofdgerecht
Preischotel met zoete-aardappelpuree,False,hoofdgerecht
Fusilli met groentesaus en hamblokjes,False,hoofdgerecht
Rijst met kerriebloemkool en gebakken makreel,False,hoofdgerecht
"Quinoa met zalm, peultjes, paprika en groene kruiden",False,hoofdgerecht
Zalmnuggets met aardappelpartjes en wortelsalade,False,hoofdgerecht
Eenpanspasta met gehaktballetjes,False,hoofdgerecht
"Taco’s met gehakt, kidneybonen en guacamole",False,hoofdgerecht
Volkorenpasta met zoete-aardappelspaghetti,False,hoofdgerecht
"Rundertartaar met peen, broccoli en ui",False,hoofdgerecht
Mezzelune met paddenstoelenroomsaus en spinazie,False,hoofdgerecht
"Ravioli met tomaat, aubergine en burrata",False,hoofdgerecht
"Flatbreads met gebakken zwarte bonen, gekruide bloemkool en hummus",False,hoofdgerecht
Mexicaanse maissoep met limoencrème &amp; gele rijst,False,hoofdgerecht
Kalkoenfilet in room-sojasaus met groene groenten en bloemkoolrijst,False,hoofdgerecht
Gekruide kippenpoten uit de oven met erwten-couscoussalade,False,hoofdgerecht
"Gegrilde-groentetosti met pesto, ham en geraspte kaas",False,lunch
Spaghetti met tonijnballetjes in prei-tomatensaus,False,hoofdgerecht
"Eenpansgerecht met rijst, paksoi en zalm",False,hoofdgerecht
Roze gyoza met kip en garnalen ,False,hoofdgerecht
Linzen-witlofsalade met mosterd-cervelaatstukjes ,False,hoofdgerecht
Mexicaans eenpansgerecht met quinoa,False,hoofdgerecht
Macaroni met ricotta-paprikasaus en runderballetjes ,False,hoofdgerecht
Snelle noedelroerbak met groene currypasta en een eitje,False,hoofdgerecht
Skinny hotdog met kidneybonensalade,False,hoofdgerecht
Libanese wrap met gebakken aubergine en verse kruiden,False,lunch
Quesadilla's met salsa,False,hoofdgerecht
BBQ-chicken pizza,False,hoofdgerecht
Drumsticks piripiri met kruiden-crème fraîche,False,hoofdgerecht
Vegan vistaco's,False,hoofdgerecht
"Vegan burger met champignons, ui en piccalilly",False,hoofdgerecht
Burritobowl (of wrap) met gegrilde kip,False,hoofdgerecht
Vegan loaded fries Japanse stijl,False,hoofdgerecht
Pastasalade met chorizo en mozzarella,False,hoofdgerecht
Parelcouscoussalade met sardines,False,hoofdgerecht
"Gele curry met linzen, puntpaprika &amp; kip",False,hoofdgerecht
Stoofvlees van shortribs,False,hoofdgerecht
Vegan kebab van tofu en tempeh,False,hoofdgerecht
Broodje sloppy joe,False,lunch
Havermoutpannenkoeken met banaan en kaneel,False,lunch
Hartige havermoutpannenkoeken met spek en bieslook,False,lunch
Eenpanscurry met udonnoedels en kip,False,hoofdgerecht
Vega 'yakitori' met mie &amp; Japanse wokgroente,False,hoofdgerecht
Mexicaanse bowl met avocadodressing,False,hoofdgerecht
Kabeljauw met tagliatelle &amp; venkel-waterkerssalade,False,hoofdgerecht
Makreel met aardappelsalade en courgette,False,hoofdgerecht
Vegan mezzelune met tomaten en romige spinaziesaus ,False,hoofdgerecht
Vegan pasta aglio olio met zeewier,False,hoofdgerecht
"Kiproerbak met snijbonen, paprika &amp; zoete chilisaus",False,hoofdgerecht
Gegrilde zalm met wortelsalade &amp; bieslookkrieltjes,False,hoofdgerecht
Gar­na­len met pasta en cour­get­te­lin­ten in ro­mi­ge to­ma­ten­saus,False,hoofdgerecht
Steak de boeuf met rijst &amp; tomaten met verse oregano,False,hoofdgerecht
BLT-sandwich met allioli ,False,lunch
Mediterrane salade met kruidige kip en hummusdressing ,False,hoofdgerecht
Gevulde ciabatta met Coburgerham en mozzarella,False,lunch
Tunamelt-wraps,False,hoofdgerecht
Broodje bal met coleslaw,False,lunch
Mosselen Roquefort,False,hoofdgerecht
Gamba's al pil pil met geroosterde wortel,False,hoofdgerecht
Vistaco's,False,hoofdgerecht
Gegrilde kip met zoete-aardappelspaghetti en tomatensaus,False,hoofdgerecht
Teriyaki-biefstuk met mihoen en paksoi,False,hoofdgerecht
Snelle vissoep,False,hoofdgerecht
Aziatische kip met pittige noedelsalade,False,hoofdgerecht
Vegacurry tandoori met  groene groenten en quinoa,False,hoofdgerecht
"Gevulde flatbreads met hummus, witte kaas en ei",False,hoofdgerecht
Zeesticks &amp; chips,False,hoofdgerecht
Verse vegaburger,False,hoofdgerecht
Thais geïnspireerde kippensoep met kokosmelk en noedels,False,hoofdgerecht
Broodje geraspte bietjes met mierikswortelmayonaise,False,lunch
Frisse tonijn-radijssalade met sperziebonen en geroosterde walnoten,False,lunch
Kapsalon kip met airfryer-aardappelschijfjes,False,hoofdgerecht
Hollandse tortillatosti met spinaziesalade,False,hoofdgerecht
Vegetarische paella met gegrilde groenten en gebakken halloumi,False,hoofdgerecht
Gordita’s met kidneybonen en een gebakken eitje,False,lunch
Linzen-quinoabowl met gegrilde zalm en groente,False,hoofdgerecht
Mediterrane salade met gebakken halloumi,False,hoofdgerecht
Italiaanse champignonburger met gegrilde aubergine,False,hoofdgerecht
Warmgerookte zalm met vinaigrette van gegrilde citroen van Jord Althuizen,False,hoofdgerecht
Pasta pesto met spinazie en krokante kip,False,hoofdgerecht
Iberico ribs met griekse rub en yoghurtsaus van Jord Althuizen,False,hoofdgerecht
Texas style shortribs met gepofte zoete aardappel van Jord Althuizen,False,hoofdgerecht
Piripiri-kwartels met ingemaakte bloemkool van Jord Althuizen,False,hoofdgerecht
Krokante tortilla met makreel en rucola-venkelsalade,False,lunch
"Snelle roerbak met gehakt, groenten &amp; rijst",False,hoofdgerecht
Lauwwarme linzensalade met geitenkaas,False,hoofdgerecht
Pastasalade met gegrilde biefstuk,False,hoofdgerecht
Aardappeltortilla met snijbonen,False,hoofdgerecht
Bulgur met bloemkool &amp; garnalen,False,hoofdgerecht
Spicy zoete aardappel met gegrilde braadworst,False,hoofdgerecht
Gevulde flatbreads met vegaballetjes en zelfgemaakte fetadip,False,hoofdgerecht
"Italiaanse frittata met paprika, zongedroogde tomaat en mozzarella",False,hoofdgerecht
"Tagliatelle met tomatensaus, gebakken aubergine &amp; feta",False,hoofdgerecht
Italiaanse eendenborst met tomaatjes en lasagnette,False,hoofdgerecht
 Zalmspies met sojaglaze van de BBQ,False,hoofdgerecht
BBQ-worst met gegrilde romainesla en ranch-dressing,False,hoofdgerecht
Vegaschnitzel met Mexicaanse salade en gepofte aardappel,False,hoofdgerecht
Bietenburgers van de BBQ,False,lunch
Zomerse risotto met een zachtgekookt eitje ,False,hoofdgerecht
DIY döner met kip,False,hoofdgerecht
Makreel van de BBQ,False,hoofdgerecht
Beer can burger,False,hoofdgerecht
Hollandse burger met zelfgemaakte frites &amp; knapperige rauwkostsalade,False,hoofdgerecht
Gegrilde Thaise kipsaté met kokos-muntquinoa,False,hoofdgerecht
Snelle bonenroerbak met gebakken ei,False,hoofdgerecht
Vegan Bánh mì ,False,lunch
Taco’s met crispy polenta-halloumi,False,hoofdgerecht
Pizza tartufato,False,hoofdgerecht
Kip &amp; groenten van de bakplaat,False,hoofdgerecht
Sushisalade met krokante kip,False,hoofdgerecht
Spaghetti met zongedroogde tomaten,False,hoofdgerecht
Open sandwich met worst en mosterd,False,lunch
Couscous met aubergine en falafel,False,hoofdgerecht
Groene groentesalade met stroopdressing,False,lunch
Ultieme cheeseburger,False,lunch
Spicy sushisalade in a jar,False,lunch
Argentijnse kipburger met blauwaderkaas,False,hoofdgerecht
Tonijnlasagne met groene groenten en selderij-ricottasaus,False,hoofdgerecht
Zwartebonen-rijstsalade met avocado &amp; witte kaas,False,hoofdgerecht
Linguine met ei en pangrattato,False,hoofdgerecht
Italiaanse kippensoep met tofette,False,hoofdgerecht
Pittige kipdrumsticks met tzatziki,False,hoofdgerecht
Klassieke burger van Ter Marsch,False,hoofdgerecht
Kipspiesjes met gepofte aardappel en bietjessalade,False,hoofdgerecht
Mexicaanse wraps met groente en gegrilde biefstuk,False,hoofdgerecht
Snelle spaghetti bolognese,False,hoofdgerecht
Pita falafel met zoetzure biet en knoflooksaus,False,hoofdgerecht
Oosterse salade met sojaboontjes en pijnboompitten,False,lunch
Quinoa-bulgursalade met gepickelde groenten en avocadodressing,False,hoofdgerecht
Pastasalade gerookte kip met honing-mosterddressing,False,hoofdgerecht
Noedelroerbak met biefstukreepjes,False,hoofdgerecht
Koningsburger met zoete aardappelfriet,False,hoofdgerecht
Frisse artisjok-pastasalade met groene asperges en serranoham,False,hoofdgerecht
Fajitasbowl met gebakken garnalen &amp; pitabroodjes,False,hoofdgerecht
Groene-groentesoep met verse kruiden,False,lunch
Sushi burrito met rivierkreeftjes,False,lunch
"Rijstschotel met bloemkoolrijst, makreel en een gekookt eitje ",False,hoofdgerecht
Aardappelpartjes uit de oven met chorizo ,False,hoofdgerecht
"Parelcouscous met tonijn, limoen &amp; verse kruiden",False,hoofdgerecht
Aspergetagliatelle met warmgerookte zalm en ei,False,hoofdgerecht
Groenteplaattaart met rauwe ham,False,lunch
Lentepasta met gerookte kip,False,hoofdgerecht
Volkorenbrood met boerenomelet,False,lunch
Vegetarische lenteminestrone,False,hoofdgerecht
Zilvervliesrijst met gegrilde kiphaasjes,False,hoofdgerecht
Volkorenpasta met groene groenten en cottage cheese,False,hoofdgerecht
Speltcouscoussalade met makreel,False,hoofdgerecht
Rundvleescroquetten van Holtkamp,False,lunch
Broodje fricandeau tonnato,False,lunch
Schouderkarbonade met appel en tijmjus,False,hoofdgerecht
Gemarineerde tomatensalade met basilicum en mozzarella,False,lunch
Vegan ramen,False,hoofdgerecht
Vegan pokébowl met watermeloen en rode rijst ,False,lunch
Ramen (geïnspireerd op tonkotsu),False,lunch
Citroenzalm &amp; aardappelgratins met geroosterde tomaatjes ,False,hoofdgerecht
"Toast met avocadospread, kikkererwten &amp; radijsmix",False,lunch
Gebakken kabeljauw met aardappel-komkommersalade,False,hoofdgerecht
Verse tagliolini met broccoli en venkelworst,False,hoofdgerecht
Steak de boeuf met gekruide aardappel en sperziebonen,False,hoofdgerecht
Kaasfondue dips,False,hoofdgerecht
Biefstuksalade met avocado-chimichurridressing,False,hoofdgerecht
Appeltaarttosti van Leonie ter Veld,False,lunch
Tosti kapsalon van Leonie ter Veld,False,lunch
Ultieme pantosti met verse tomatendip,False,lunch
Knäckebröd met haring en rode biet,False,lunch
Vegetarische ontbijtburger met broccoli ,False,lunch
Pizza crackers,False,lunch
Broodje kabeljauwburger met mangochutney,False,hoofdgerecht
Omeletwraps,False,lunch
Hartige wentelteefjes ,False,lunch
Open meergranensandwich martino,False,lunch
Spaghetti carbonara met gepocheerd ei,False,hoofdgerecht
Open volkorensandwich oude geitenkaas,False,lunch
Croque madame speltwafel,False,lunch
Roerei met gerookte zalm op desembrood,False,lunch
Vegan zoete aardappel-preischotel ,False,hoofdgerecht
Sandwich met pittige avocado,False,lunch
Rijkgevulde ontbijtsalade met volkoren croutons en blauwe bessen,False,lunch
"Krokante tortilla met hummus, groene kruiden en witte kaas",False,lunch
"Mortadella-sandwich met zuivelspread, kropsla en tomaat ",False,lunch
Mimosa-cocktail,False,lunch
Groentenestjes met ei ,False,lunch
American pancakes met fruit en noten,False,lunch
Zuurdesemtoast met gegrilde groenten en buffelmozzarella,False,lunch
"Lentequiche met salami, puntpaprika en kruiden",False,lunch
Gekruide kippenvleugels met mini aardappelkroketjes,False,hoofdgerecht
Italiaanse maaltijdsalade met gekruide gehaktballetjes,False,hoofdgerecht
Gegratineerde taco's met burritoschotel,False,hoofdgerecht
Gehakttaartjes met ei en tomatensalade,False,lunch
Schotel met kip en zoete aardappel,False,hoofdgerecht
Snelle paprikastoof met runderreepjes en rijst,False,hoofdgerecht
Eenpanspasta met gehakt en Italiaanse roerbakgroente,False,hoofdgerecht
Vegetarische linzenstoof met paprika en mais,False,hoofdgerecht
Omelet bakken,False,lunch
Ei pocheren,False,lunch
Het perfecte roerei,False,lunch
Salade van geplukte kip met walnoten en druiven,False,lunch
"Brunchbol met kipfilet, blauwaderkaas, jam en meslcun",False,lunch
Prei-slastamppot met zoete aardappel en verse worst,False,hoofdgerecht
Groentepizza met kipshoarma en pittige wortelsalade,False,hoofdgerecht
Malse kip met aardappeltjes &amp; koolrabisalade,False,hoofdgerecht
Groenteburger met rozemarijnaardappeltjes,False,hoofdgerecht
"Penne met groentesaus, chorizo &amp; garnalen",False,hoofdgerecht
Griekse gehaktbal met Italiaanse groenten,False,hoofdgerecht
Steak de boeuf en witlofsalade met peer en blauwe kaas,False,hoofdgerecht
Groene shakshuka,False,lunch
"Tomatenrisotto met chorizo, spinazie en witte kaas",False,hoofdgerecht
Spaanse tomatensoep met gehaktballetjes,False,hoofdgerecht
"Kipkerrie met notenrijst, paksoi &amp; geroosterde sesamzaadjes",False,hoofdgerecht
Spaghetti met ham en romige groentesaus,False,hoofdgerecht
Ovenhutspot met karwijzaad en braadworst,False,hoofdgerecht
Biefstuk met ovenaardappelen en tomaat-courgettesalade,False,hoofdgerecht
Zuurkoolburger met gebakken ui &amp; gruyère,False,lunch
Snelle ratatouille met bonen,False,hoofdgerecht
"Spelt penne met venkel, tomaat en zalm",False,hoofdgerecht
Rijkgevulde pompoensoep,False,lunch
Ovenschotel gehakt met prei en kaas,False,hoofdgerecht
Penne alla bolognese met kipgehakt en linzen,False,hoofdgerecht
Gezonde aardappelpuree met spicy tonijnsteak ,False,hoofdgerecht
Rainbow-sandwiches met zelfgemaakt paars brood ,False,lunch
Orecchiette ovenschotel ,False,hoofdgerecht
Halloumi-kipburger ,False,hoofdgerecht
Bloemkool-pastinaakstamppot met spinazie en tartaarballen,False,hoofdgerecht
Aardappel-preisoep met warmgerookte zalm,False,hoofdgerecht
Tostada's met mais-kidneybonensalade,False,lunch
"Volkoren spelt penne met venkel, tomaat en zalm ",False,hoofdgerecht
Preistamppotje met gebakken zalm en biersaus,False,hoofdgerecht
Ovengeroosterde aardappeltjes met vegaschnitzel en courgette,False,hoofdgerecht
"Kruimige ovenschotel met gehakt, ui en bonen",False,hoofdgerecht
'Mexicaanse' bonensoep met quesadillas,False,hoofdgerecht
Hutspot met romaine ,False,hoofdgerecht
Kipkerrie met rijst en shanghaipaksoi,False,hoofdgerecht
Ongestampte hutspot met gehaktballen,False,hoofdgerecht
Bietenquiche met witte kaas en walnoten,False,hoofdgerecht
Spruitjes-preistamppot met gehaktballen,False,hoofdgerecht
Boerenkoolenchilada's met kip en champignons,False,hoofdgerecht
Bietensalade met Griekse yoghurt en mierikswortel,False,lunch
Vegaburger met aardappel en wortelsalade,False,hoofdgerecht
Ge­haktschotel met sperziebonen en zil­ver­vlies­rijst,False,hoofdgerecht
Gegrilde kip met peterseliekrieltjes en broccoligratin,False,hoofdgerecht
"Wraps met tonijn, spinazie en zongedroogde tomaten",False,hoofdgerecht
Provençaalse aardappel met venkelworst,False,hoofdgerecht
Mexicaanse rijstschotel met kip,False,hoofdgerecht
Varkensoester met wortels en salsa verde,False,hoofdgerecht
Kip-groentestoof met couscous en munt,False,hoofdgerecht
Teriyakinoedels met gehakt &amp; sojabonen,False,hoofdgerecht
Kurkumapannenkoek met appel ,False,lunch
Zalmpakketje met zeewier en volkoren noedels,False,hoofdgerecht
Zeewiertagliatelle met tomaten-groentesaus en kip,False,hoofdgerecht
Samosa's met linzencurry,False,hoofdgerecht
"Pasta met gegrilde groenten, spek en gormas",False,hoofdgerecht
Zeewierviskoekjes met quinoa-groenteroerbak,False,hoofdgerecht
Pasta met balsamicobietjes &amp; tuinbonen,False,hoofdgerecht
Spaghetti met homemade Italiaanse gehaktballetjes,False,hoofdgerecht
Rijkgevulde wraps met kidneybonen,False,hoofdgerecht
Pittige schol en papillotte,False,hoofdgerecht
Prei-tuinerwtensoep met basilicum,False,hoofdgerecht
Mediterrane maaltijdsoep met pangasius,False,hoofdgerecht
Gebakken gnocchi met gegrilde groenten,False,hoofdgerecht
Vegaburger met zoete-aardappelfrites,False,hoofdgerecht
"Zalm met krieltjes, spinazie en peultjes",False,hoofdgerecht
Panpizza met kidneybonen &amp; gehakt,False,hoofdgerecht
Lasagne met wintergroenten,False,hoofdgerecht
Hollandse runderstoof met knolselderijfrites,False,hoofdgerecht
Falafel pita met tzatziki &amp; wortel-komkommersalade,False,hoofdgerecht
Risotto met roerbakgroenten,False,hoofdgerecht
Rodekool gestoofd in balsamico,False,hoofdgerecht
Kipstoof met citroen en ras el hanout,False,hoofdgerecht
Tortelloni met artisjok en parmaham,False,hoofdgerecht
Verse tortelloni met geroosterde groenten,False,hoofdgerecht
Indiase zoete-aardappelsoep met kokosmelk,False,hoofdgerecht
Spicy tomatensoep,False,hoofdgerecht
Toast met geitenkaas-avocadospread en grapefruit,False,lunch
Mexicaanse maissoep met gele biet,False,hoofdgerecht
Tuna-meltwraps met spitskool en appel,False,hoofdgerecht
Zelfgemaakte vissticks met spicy korstje,False,hoofdgerecht
Rodekoolnoedels met roerbakreepjes en sesam,False,hoofdgerecht
Aubergineburgers met hummus,False,lunch
Monsterbroodjes,False,lunch
Groenteomelet met gegrilde makreel,False,hoofdgerecht
Chili-boerenkoolstoof met worst,False,hoofdgerecht
Sandwich met gerookte kip en cranberry compote,False,lunch
